Country,Subgroup,Year,Value
Bahrain,Female 15+ yr,1996,26.8
Bahrain,Female 15+ yr,1995,26.4
Bahrain,Female 15+ yr,1994,25.9
Bahrain,Female 15+ yr,1993,25.3
Bahrain,Female 15+ yr,1992,26.6
Bahrain,Female 15+ yr,1991,27.2
Bahrain,Female 15-24 yr,2006,19.3
Bahrain,Female 15-24 yr,2005,19.3
Bahrain,Female 15-24 yr,2004,19.4
Bahrain,Female 15-24 yr,2003,19
Bahrain,Female 15-24 yr,2002,19.1
Bahrain,Female 15-24 yr,2001,19.4
Bahrain,Female 15-24 yr,2000,19.4
Bahrain,Female 15-24 yr,1999,19.2
Bahrain,Female 15-24 yr,1998,19.1
Bahrain,Female 15-24 yr,1997,18.7
Bahrain,Female 15-24 yr,1996,18.6
Bahrain,Female 15-24 yr,1995,18.4
Bahrain,Female 15-24 yr,1994,18.3
Bahrain,Female 15-24 yr,1993,18.2
Bahrain,Female 15-24 yr,1992,19.6
Bahrain,Female 15-24 yr,1991,20.5
Bahrain,Male 15+ yr,2006,83.2
Bahrain,Male 15+ yr,2005,83.4
Bahrain,Male 15+ yr,2004,83.4
Bahrain,Male 15+ yr,2003,83.4
Bahrain,Male 15+ yr,2002,83.3
Bahrain,Male 15+ yr,2001,83.2
Bahrain,Male 15+ yr,2000,83.5
Bahrain,Male 15+ yr,1999,83.5
Bahrain,Male 15+ yr,1998,83.6
Bahrain,Male 15+ yr,1997,83.7
Bahrain,Male 15+ yr,1996,83.8
Bahrain,Male 15+ yr,1995,83.9
Bahrain,Male 15+ yr,1994,84.1
Bahrain,Male 15+ yr,1993,84.1
Bahrain,Male 15+ yr,1992,84.2
Bahrain,Male 15+ yr,1991,84.3
Bahrain,Male 15-24 yr,2006,51.5
Bahrain,Male 15-24 yr,2005,51.8
Bahrain,Male 15-24 yr,2004,52.2
Bahrain,Male 15-24 yr,2003,52.4
Bahrain,Male 15-24 yr,2002,52.6
Bahrain,Male 15-24 yr,2001,52.8
Bahrain,Male 15-24 yr,2000,53.2
Bahrain,Male 15-24 yr,1999,53.1
Bahrain,Male 15-24 yr,1998,53
Bahrain,Male 15-24 yr,1997,52.7
Bahrain,Male 15-24 yr,1996,52.5
Bahrain,Male 15-24 yr,1995,52.5
Bahrain,Male 15-24 yr,1994,52.7
Bahrain,Male 15-24 yr,1993,53
Bahrain,Male 15-24 yr,1992,53.7
Bahrain,Male 15-24 yr,1991,54.3
Bangladesh,Female 15+ yr,2006,50
Bangladesh,Female 15+ yr,2005,50.2
Bangladesh,Female 15+ yr,2004,50.5
Bangladesh,Female 15+ yr,2003,52.2
Bangladesh,Female 15+ yr,2002,52.6
Bangladesh,Female 15+ yr,2001,52.8
Bangladesh,Female 15+ yr,2000,53
Bangladesh,Female 15+ yr,1999,53.2
Bangladesh,Female 15+ yr,1998,53.8
Bangladesh,Female 15+ yr,1997,53.6
Bangladesh,Female 15+ yr,1996,54
Bangladesh,Female 15+ yr,1995,55.2
Bangladesh,Female 15+ yr,1994,56.5
Bangladesh,Female 15+ yr,1993,57.8
Bangladesh,Female 15+ yr,1992,59
Bangladesh,Female 15+ yr,1991,60.2
Bangladesh,Female 15-24 yr,2006,47.5
Bangladesh,Female 15-24 yr,2005,47.7
Bangladesh,Female 15-24 yr,2004,47.9
Bangladesh,Female 15-24 yr,2003,48.4
Bangladesh,Female 15-24 yr,2002,47.7
Bangladesh,Female 15-24 yr,2001,47.3
Bangladesh,Female 15-24 yr,2000,47
Bangladesh,Female 15-24 yr,1999,47.9
Bangladesh,Female 15-24 yr,1998,49.5
Bangladesh,Female 15-24 yr,1997,48.9
Bangladesh,Female 15-24 yr,1996,50.2
Bangladesh,Female 15-24 yr,1995,51
Bangladesh,Female 15-24 yr,1994,51.9
Bangladesh,Female 15-24 yr,1993,52.9
Bangladesh,Female 15-24 yr,1992,53.8
Bangladesh,Female 15-24 yr,1991,55.2
Bangladesh,Male 15+ yr,2006,82.6
Bangladesh,Male 15+ yr,2005,82.7
Bangladesh,Male 15+ yr,2004,82.8
Bangladesh,Male 15+ yr,2003,82.6
Bangladesh,Male 15+ yr,2002,83.3
Bangladesh,Male 15+ yr,2001,83.6
Bangladesh,Male 15+ yr,2000,83.9
Bangladesh,Male 15+ yr,1999,84.5
Bangladesh,Male 15+ yr,1998,85.3
Bangladesh,Male 15+ yr,1997,85.4
Bangladesh,Male 15+ yr,1996,86
Bangladesh,Male 15+ yr,1995,85.9
Bangladesh,Male 15+ yr,1994,85.9
Bangladesh,Male 15+ yr,1993,85.9
Bangladesh,Male 15+ yr,1992,85.8
Bangladesh,Male 15+ yr,1991,85.8
Bangladesh,Male 15-24 yr,2006,66
Bangladesh,Male 15-24 yr,2005,66.1
Bangladesh,Male 15-24 yr,2004,66.2
Bangladesh,Male 15-24 yr,2003,66.3
Bangladesh,Male 15-24 yr,2002,65.6
Bangladesh,Male 15-24 yr,2001,65.3
Bangladesh,Male 15-24 yr,2000,65.1
Bangladesh,Male 15-24 yr,1999,65.7
Bangladesh,Male 15-24 yr,1998,67.4
Bangladesh,Male 15-24 yr,1997,66.7
Bangladesh,Male 15-24 yr,1996,67.9
Bangladesh,Male 15-24 yr,1995,68.3
Bangladesh,Male 15-24 yr,1994,69.1
Bangladesh,Male 15-24 yr,1993,69.8
Bangladesh,Male 15-24 yr,1992,70.4
Bangladesh,Male 15-24 yr,1991,71.7
Barbados,Female 15+ yr,2006,57.2
Barbados,Female 15+ yr,2005,57.5
Barbados,Female 15+ yr,2004,57.6
Barbados,Female 15+ yr,2003,58.3
Barbados,Female 15+ yr,2002,58.5
Barbados,Female 15+ yr,2001,58.9
Barbados,Female 15+ yr,2000,59.1
Barbados,Female 15+ yr,1999,57.7
Barbados,Female 15+ yr,1998,55.4
Barbados,Female 15+ yr,1997,53.8
Barbados,Female 15+ yr,1996,54.5
Barbados,Female 15+ yr,1995,50.5
Barbados,Female 15+ yr,1994,46.3
Barbados,Female 15+ yr,1993,45
Barbados,Female 15+ yr,1992,46.4
Barbados,Female 15+ yr,1991,48.8
Barbados,Female 15-24 yr,2006,41.7
Barbados,Female 15-24 yr,2005,41.8
Barbados,Female 15-24 yr,2004,41.8
Barbados,Female 15-24 yr,2003,40.3
Barbados,Female 15-24 yr,2002,41.5
Barbados,Female 15-24 yr,2001,41.7
Barbados,Female 15-24 yr,2000,44.1
Barbados,Female 15-24 yr,1999,42
Barbados,Female 15-24 yr,1998,41.4
Barbados,Female 15-24 yr,1997,38.3
Barbados,Female 15-24 yr,1996,42.7
Barbados,Female 15-24 yr,1995,35.2
Barbados,Female 15-24 yr,1994,29.2
Barbados,Female 15-24 yr,1993,31.4
Barbados,Female 15-24 yr,1992,31.9
Barbados,Female 15-24 yr,1991,39.5
Barbados,Male 15+ yr,2006,72.6
Barbados,Male 15+ yr,2005,72.8
Barbados,Male 15+ yr,2004,72.9
Barbados,Male 15+ yr,2003,71.1
Barbados,Male 15+ yr,2002,71.9
Barbados,Male 15+ yr,2001,72.3
Barbados,Male 15+ yr,2000,72.7
Barbados,Male 15+ yr,1999,72.4
Barbados,Male 15+ yr,1998,71.7
Barbados,Male 15+ yr,1997,69.7
Barbados,Male 15+ yr,1996,68.9
Barbados,Male 15+ yr,1995,66.3
Barbados,Male 15+ yr,1994,64.4
Barbados,Male 15+ yr,1993,60.8
Barbados,Male 15+ yr,1992,61.7
Barbados,Male 15+ yr,1991,66
Barbados,Male 15-24 yr,2006,52.2
Barbados,Male 15-24 yr,2005,52.3
Barbados,Male 15-24 yr,2004,52.4
Barbados,Male 15-24 yr,2003,49.1
Barbados,Male 15-24 yr,2002,50.5
Barbados,Male 15-24 yr,2001,50.8
Barbados,Male 15-24 yr,2000,52.7
Barbados,Male 15-24 yr,1999,53
Barbados,Male 15-24 yr,1998,52.3
Barbados,Male 15-24 yr,1997,50
Barbados,Male 15-24 yr,1996,51.9
Barbados,Male 15-24 yr,1995,46.1
Barbados,Male 15-24 yr,1994,45
Barbados,Male 15-24 yr,1993,40.9
Barbados,Male 15-24 yr,1992,42.4
Barbados,Male 15-24 yr,1991,43.7
Belarus,Female 15+ yr,2006,47.7
Belarus,Female 15+ yr,2005,47.7
Belarus,Female 15+ yr,2004,47.9
Belarus,Female 15+ yr,2003,48.3
Belarus,Female 15+ yr,2002,48.1
Belarus,Female 15+ yr,2001,48
Belarus,Female 15+ yr,2000,47.9
Belarus,Female 15+ yr,1999,47.7
Belarus,Female 15+ yr,1998,48.5
Belarus,Female 15+ yr,1997,49.3
Belarus,Female 15+ yr,1996,49.5
Belarus,Female 15+ yr,1995,50.1
Belarus,Female 15+ yr,1994,50.9
Belarus,Female 15+ yr,1993,51.8
Belarus,Female 15+ yr,1992,52.7
Belarus,Female 15+ yr,1991,53.6
Belarus,Female 15-24 yr,2006,31.9
Belarus,Female 15-24 yr,2005,31.8
Belarus,Female 15-24 yr,2004,31.8
Belarus,Female 15-24 yr,2003,32.4
Belarus,Female 15-24 yr,2002,32.3
Belarus,Female 15-24 yr,2001,32.2
Belarus,Female 15-24 yr,2000,32.4
Belarus,Female 15-24 yr,1999,32.5
Belarus,Female 15-24 yr,1998,33.9
Belarus,Female 15-24 yr,1997,35.2
Belarus,Female 15-24 yr,1996,36
Belarus,Female 15-24 yr,1995,36.8
Belarus,Female 15-24 yr,1994,37.7
Belarus,Female 15-24 yr,1993,38.4
Belarus,Female 15-24 yr,1992,39.2
Belarus,Female 15-24 yr,1991,39.9
Belarus,Male 15+ yr,2006,57.5
Belarus,Male 15+ yr,2005,57.6
Belarus,Male 15+ yr,2004,57.9
Belarus,Male 15+ yr,2003,58.6
Belarus,Male 15+ yr,2002,58.5
Belarus,Male 15+ yr,2001,58.5
Belarus,Male 15+ yr,2000,58.7
Belarus,Male 15+ yr,1999,58.6
Belarus,Male 15+ yr,1998,60.1
Belarus,Male 15+ yr,1997,61.5
Belarus,Male 15+ yr,1996,61.9
Belarus,Male 15+ yr,1995,62.7
Belarus,Male 15+ yr,1994,63.7
Belarus,Male 15+ yr,1993,64.7
Belarus,Male 15+ yr,1992,65.6
Belarus,Male 15+ yr,1991,66.4
Belarus,Male 15-24 yr,2006,39.5
Belarus,Male 15-24 yr,2005,39
Belarus,Male 15-24 yr,2004,38.9
Belarus,Male 15-24 yr,2003,38.1
Belarus,Male 15-24 yr,2002,38
Belarus,Male 15-24 yr,2001,38.2
Belarus,Male 15-24 yr,2000,38.5
Belarus,Male 15-24 yr,1999,38.6
Belarus,Male 15-24 yr,1998,39.6
Belarus,Male 15-24 yr,1997,40.5
Belarus,Male 15-24 yr,1996,39.9
Belarus,Male 15-24 yr,1995,39.8
Belarus,Male 15-24 yr,1994,40
Belarus,Male 15-24 yr,1993,40.1
Belarus,Male 15-24 yr,1992,40.2
Belarus,Male 15-24 yr,1991,40.4
Belgium,Female 15+ yr,2006,39.9
Belgium,Female 15+ yr,2005,40.1
Belgium,Female 15+ yr,2004,40.1
Belgium,Female 15+ yr,2003,39.4
Belgium,Female 15+ yr,2002,39.1
Belgium,Female 15+ yr,2001,38.8
Belgium,Female 15+ yr,2000,39.9
Belgium,Female 15+ yr,1999,38.6
Belgium,Female 15+ yr,1998,36.5
Belgium,Female 15+ yr,1997,36.1
Belgium,Female 15+ yr,1996,35.4
Belgium,Female 15+ yr,1995,35.4
Belgium,Female 15+ yr,1994,35
Belgium,Female 15+ yr,1993,35.1
Belgium,Female 15+ yr,1992,35
Belgium,Female 15+ yr,1991,33.8
Belgium,Female 15-24 yr,2006,23.2
Belgium,Female 15-24 yr,2005,23.7
Belgium,Female 15-24 yr,2004,23.6
Belgium,Female 15-24 yr,2003,23.3
Belgium,Female 15-24 yr,2002,25.1
Belgium,Female 15-24 yr,2001,24.6
Belgium,Female 15-24 yr,2000,26.6
Belgium,Female 15-24 yr,1999,23.5
Belgium,Female 15-24 yr,1998,22.9
Belgium,Female 15-24 yr,1997,21.9
Belgium,Female 15-24 yr,1996,22.6
Belgium,Female 15-24 yr,1995,23.9
Belgium,Female 15-24 yr,1994,24.9
Belgium,Female 15-24 yr,1993,25.8
Belgium,Female 15-24 yr,1992,29.8
Belgium,Female 15-24 yr,1991,29.1
Belgium,Male 15+ yr,2006,55.6
Belgium,Male 15+ yr,2005,55.5
Belgium,Male 15+ yr,2004,56.1
Belgium,Male 15+ yr,2003,55.6
Belgium,Male 15+ yr,2002,56.4
Belgium,Male 15+ yr,2001,56.9
Belgium,Male 15+ yr,2000,58.1
Belgium,Male 15+ yr,1999,56.6
Belgium,Male 15+ yr,1998,55.9
Belgium,Male 15+ yr,1997,56.2
Belgium,Male 15+ yr,1996,56.3
Belgium,Male 15+ yr,1995,56.6
Belgium,Male 15+ yr,1994,56.3
Belgium,Male 15+ yr,1993,56.7
Belgium,Male 15+ yr,1992,58
Belgium,Male 15+ yr,1991,58.4
Belgium,Male 15-24 yr,2006,31.6
Belgium,Male 15-24 yr,2005,30.3
Belgium,Male 15-24 yr,2004,31.8
Belgium,Male 15-24 yr,2003,29.9
Belgium,Male 15-24 yr,2002,30.9
Belgium,Male 15-24 yr,2001,31.5
Belgium,Male 15-24 yr,2000,33.7
Belgium,Male 15-24 yr,1999,27.8
Belgium,Male 15-24 yr,1998,29.6
Belgium,Male 15-24 yr,1997,28.8
Belgium,Male 15-24 yr,1996,29.5
Belgium,Male 15-24 yr,1995,28.7
Belgium,Male 15-24 yr,1994,29.3
Belgium,Male 15-24 yr,1993,29.7
Belgium,Male 15-24 yr,1992,32.6
Belgium,Male 15-24 yr,1991,33.7
Belize,Female 15+ yr,2006,36.3
Belize,Female 15+ yr,2005,35.6
Belize,Female 15+ yr,2004,35.8
Belize,Female 15+ yr,2003,35.3
Belize,Female 15+ yr,2002,34.8
Belize,Female 15+ yr,2001,34.3
Belize,Female 15+ yr,2000,32.3
Belize,Female 15+ yr,1999,29.4
Belize,Female 15+ yr,1998,29.3
Belize,Female 15+ yr,1997,29
Belize,Female 15+ yr,1996,29.3
Belize,Female 15+ yr,1995,29.4
Belize,Female 15+ yr,1994,30.2
Belize,Female 15+ yr,1993,29.3
Belize,Female 15+ yr,1992,27.9
Belize,Female 15+ yr,1991,27.1
Belize,Female 15-24 yr,2006,25.7
Belize,Female 15-24 yr,2005,25.4
Belize,Female 15-24 yr,2004,25.8
Belize,Female 15-24 yr,2003,26.1
Belize,Female 15-24 yr,2002,26.2
Belize,Female 15-24 yr,2001,26.6
Belize,Female 15-24 yr,2000,24.8
Belize,Female 15-24 yr,1999,22.1
Belize,Female 15-24 yr,1998,21.8
Belize,Female 15-24 yr,1997,21.6
Belize,Female 15-24 yr,1996,22.7
Belize,Female 15-24 yr,1995,23.7
Belize,Female 15-24 yr,1994,25.1
Belize,Female 15-24 yr,1993,25.7
Belize,Female 15-24 yr,1992,24.6
Belize,Female 15-24 yr,1991,24.2
Belize,Male 15+ yr,2006,76.7
Belize,Male 15+ yr,2005,76.3
Belize,Male 15+ yr,2004,76.1
Belize,Male 15+ yr,2003,76
Belize,Male 15+ yr,2002,76
Belize,Male 15+ yr,2001,76.7
Belize,Male 15+ yr,2000,75.5
Belize,Male 15+ yr,1999,75.2
Belize,Male 15+ yr,1998,73.4
Belize,Male 15+ yr,1997,75
Belize,Male 15+ yr,1996,72.9
Belize,Male 15+ yr,1995,73.4
Belize,Male 15+ yr,1994,73.5
Belize,Male 15+ yr,1993,75.4
Belize,Male 15+ yr,1992,75.2
Belize,Male 15+ yr,1991,75.6
Belize,Male 15-24 yr,2006,56.8
Belize,Male 15-24 yr,2005,56.6
Belize,Male 15-24 yr,2004,56.4
Belize,Male 15-24 yr,2003,56.7
Belize,Male 15-24 yr,2002,56.8
Belize,Male 15-24 yr,2001,58
Belize,Male 15-24 yr,2000,56.5
Belize,Male 15-24 yr,1999,56.9
Belize,Male 15-24 yr,1998,53.8
Belize,Male 15-24 yr,1997,55.1
Belize,Male 15-24 yr,1996,52.5
Belize,Male 15-24 yr,1995,53.3
Belize,Male 15-24 yr,1994,54.9
Belize,Male 15-24 yr,1993,58.1
Belize,Male 15-24 yr,1992,58.1
Belize,Male 15-24 yr,1991,59
Benin,Female 15+ yr,2006,49
Benin,Female 15+ yr,2005,49.1
Benin,Female 15+ yr,2004,49.3
Benin,Female 15+ yr,2003,49.4
Benin,Female 15+ yr,2002,49.8
Benin,Female 15+ yr,2001,50.3
Benin,Female 15+ yr,2000,50.7
Benin,Female 15+ yr,1999,51
Benin,Female 15+ yr,1998,51.2
Benin,Female 15+ yr,1997,51.6
Benin,Female 15+ yr,1996,51.8
Benin,Female 15+ yr,1995,52.2
Benin,Female 15+ yr,1994,52.2
Benin,Female 15+ yr,1993,52.6
Benin,Female 15+ yr,1992,52.6
Benin,Female 15+ yr,1991,52.8
Benin,Female 15-24 yr,2006,38.4
Benin,Female 15-24 yr,2005,38.6
Benin,Female 15-24 yr,2004,39
Benin,Female 15-24 yr,2003,39.4
Benin,Female 15-24 yr,2002,40.2
Benin,Female 15-24 yr,2001,41
Benin,Female 15-24 yr,2000,41.6
Benin,Female 15-24 yr,1999,42.2
Benin,Female 15-24 yr,1998,42.6
Benin,Female 15-24 yr,1997,43.2
Benin,Female 15-24 yr,1996,43.6
Benin,Female 15-24 yr,1995,44.4
Benin,Female 15-24 yr,1994,44.4
Benin,Female 15-24 yr,1993,45.1
Benin,Female 15-24 yr,1992,45
Benin,Female 15-24 yr,1991,45.4
Benin,Male 15+ yr,2006,77.9
Benin,Male 15+ yr,2005,78
Benin,Male 15+ yr,2004,78.2
Benin,Male 15+ yr,2003,78.2
Benin,Male 15+ yr,2002,78.6
Benin,Male 15+ yr,2001,79
Benin,Male 15+ yr,2000,79.3
Benin,Male 15+ yr,1999,79.7
Benin,Male 15+ yr,1998,79.9
Benin,Male 15+ yr,1997,80.2
Benin,Male 15+ yr,1996,80.4
Benin,Male 15+ yr,1995,80.8
Benin,Male 15+ yr,1994,80.7
Benin,Male 15+ yr,1993,81.1
Benin,Male 15+ yr,1992,80.8
Benin,Male 15+ yr,1991,81
Benin,Male 15-24 yr,2006,58.4
Benin,Male 15-24 yr,2005,58.6
Benin,Male 15-24 yr,2004,58.9
Benin,Male 15-24 yr,2003,59.2
Benin,Male 15-24 yr,2002,59.7
Benin,Male 15-24 yr,2001,60.5
Benin,Male 15-24 yr,2000,60.9
Benin,Male 15-24 yr,1999,61.5
Benin,Male 15-24 yr,1998,61.8
Benin,Male 15-24 yr,1997,62.3
Benin,Male 15-24 yr,1996,62.7
Benin,Male 15-24 yr,1995,63.5
Benin,Male 15-24 yr,1994,63.3
Benin,Male 15-24 yr,1993,64
Benin,Male 15-24 yr,1992,63.7
Benin,Male 15-24 yr,1991,64.1
Bhutan,Female 15+ yr,2006,43.4
Bhutan,Female 15+ yr,2005,39.7
Bhutan,Female 15+ yr,2004,37.6
Bhutan,Female 15+ yr,2003,33.4
Bhutan,Female 15+ yr,2002,33.2
Bhutan,Female 15+ yr,2001,32
Bhutan,Female 15+ yr,2000,31.5
Bhutan,Female 15+ yr,1999,30.8
Bhutan,Female 15+ yr,1998,29.8
Bhutan,Female 15+ yr,1997,28.7
Bhutan,Female 15+ yr,1996,28.5
Bhutan,Female 15+ yr,1995,27.8
Bhutan,Female 15+ yr,1994,27.5
Bhutan,Female 15+ yr,1993,27.8
Bhutan,Female 15+ yr,1992,28.4
Bhutan,Female 15+ yr,1991,28.3
Bhutan,Female 15-24 yr,2006,31.3
Bhutan,Female 15-24 yr,2005,27.2
Bhutan,Female 15-24 yr,2004,26.3
Bhutan,Female 15-24 yr,2003,24.9
Bhutan,Female 15-24 yr,2002,25.6
Bhutan,Female 15-24 yr,2001,24.3
Bhutan,Female 15-24 yr,2000,24.2
Bhutan,Female 15-24 yr,1999,24
Bhutan,Female 15-24 yr,1998,22.9
Bhutan,Female 15-24 yr,1997,21.8
Bhutan,Female 15-24 yr,1996,22.4
Bhutan,Female 15-24 yr,1995,22.1
Bhutan,Female 15-24 yr,1994,20.7
Bhutan,Female 15-24 yr,1993,20.8
Bhutan,Female 15-24 yr,1992,21.5
Bhutan,Female 15-24 yr,1991,20.5
Bhutan,Male 15+ yr,2006,75.4
Bhutan,Male 15+ yr,2005,75.3
Bhutan,Male 15+ yr,2004,75.6
Bhutan,Male 15+ yr,2003,76.1
Bhutan,Male 15+ yr,2002,76.4
Bhutan,Male 15+ yr,2001,76.4
Bhutan,Male 15+ yr,2000,76.7
Bhutan,Male 15+ yr,1999,77
Bhutan,Male 15+ yr,1998,77.3
Bhutan,Male 15+ yr,1997,77.7
Bhutan,Male 15+ yr,1996,78.3
Bhutan,Male 15+ yr,1995,78.9
Bhutan,Male 15+ yr,1994,78.7
Bhutan,Male 15+ yr,1993,78.8
Bhutan,Male 15+ yr,1992,79
Bhutan,Male 15+ yr,1991,78.8
Bhutan,Male 15-24 yr,2006,48.2
Bhutan,Male 15-24 yr,2005,48.4
Bhutan,Male 15-24 yr,2004,50
Bhutan,Male 15-24 yr,2003,52.9
Bhutan,Male 15-24 yr,2002,53.6
Bhutan,Male 15-24 yr,2001,53.1
Bhutan,Male 15-24 yr,2000,53.4
Bhutan,Male 15-24 yr,1999,53.8
Bhutan,Male 15-24 yr,1998,53.8
Bhutan,Male 15-24 yr,1997,54
Bhutan,Male 15-24 yr,1996,55.2
Bhutan,Male 15-24 yr,1995,55.9
Bhutan,Male 15-24 yr,1994,54.8
Bhutan,Male 15-24 yr,1993,54.8
Bhutan,Male 15-24 yr,1992,55.1
Bhutan,Male 15-24 yr,1991,54.4
Bolivia,Female 15+ yr,2006,58.9
Bolivia,Female 15+ yr,2005,58.4
Bolivia,Female 15+ yr,2004,57.9
Bolivia,Female 15+ yr,2003,58.5
Bolivia,Female 15+ yr,2002,57.7
Bolivia,Female 15+ yr,2001,57.1
Bolivia,Female 15+ yr,2000,56.3
Bolivia,Female 15+ yr,1999,56.3
Bolivia,Female 15+ yr,1998,55.9
Bolivia,Female 15+ yr,1997,55.4
Bolivia,Female 15+ yr,1996,53.1
Bolivia,Female 15+ yr,1995,50.7
Bolivia,Female 15+ yr,1994,49.7
Bolivia,Female 15+ yr,1993,48.6
Bolivia,Female 15+ yr,1992,47.5
Bolivia,Female 15+ yr,1991,46.9
Bolivia,Female 15-24 yr,2006,42.2
Bolivia,Female 15-24 yr,2005,42
Bolivia,Female 15-24 yr,2004,41.8
Bolivia,Female 15-24 yr,2003,40.4
Bolivia,Female 15-24 yr,2002,39.9
Bolivia,Female 15-24 yr,2001,40.1
Bolivia,Female 15-24 yr,2000,39.7
Bolivia,Female 15-24 yr,1999,40.9
Bolivia,Female 15-24 yr,1998,41.6
Bolivia,Female 15-24 yr,1997,42.2
Bolivia,Female 15-24 yr,1996,38.3
Bolivia,Female 15-24 yr,1995,36.3
Bolivia,Female 15-24 yr,1994,36
Bolivia,Female 15-24 yr,1993,35.6
Bolivia,Female 15-24 yr,1992,35.2
Bolivia,Female 15-24 yr,1991,35.5
Bolivia,Male 15+ yr,2006,80.8
Bolivia,Male 15+ yr,2005,80.5
Bolivia,Male 15+ yr,2004,80.2
Bolivia,Male 15+ yr,2003,78.2
Bolivia,Male 15+ yr,2002,78.4
Bolivia,Male 15+ yr,2001,78.2
Bolivia,Male 15+ yr,2000,78.8
Bolivia,Male 15+ yr,1999,79.3
Bolivia,Male 15+ yr,1998,79.3
Bolivia,Male 15+ yr,1997,79.2
Bolivia,Male 15+ yr,1996,71.7
Bolivia,Male 15+ yr,1995,72.7
Bolivia,Male 15+ yr,1994,73.3
Bolivia,Male 15+ yr,1993,73.9
Bolivia,Male 15+ yr,1992,74.6
Bolivia,Male 15+ yr,1991,75.7
Bolivia,Male 15-24 yr,2006,58.7
Bolivia,Male 15-24 yr,2005,58.3
Bolivia,Male 15-24 yr,2004,57.7
Bolivia,Male 15-24 yr,2003,54.8
Bolivia,Male 15-24 yr,2002,55.4
Bolivia,Male 15-24 yr,2001,55.5
Bolivia,Male 15-24 yr,2000,56.3
Bolivia,Male 15-24 yr,1999,57
Bolivia,Male 15-24 yr,1998,57.3
Bolivia,Male 15-24 yr,1997,57.4
Bolivia,Male 15-24 yr,1996,43.7
Bolivia,Male 15-24 yr,1995,47.8
Bolivia,Male 15-24 yr,1994,48.8
Bolivia,Male 15-24 yr,1993,49.8
Bolivia,Male 15-24 yr,1992,50.8
Bolivia,Male 15-24 yr,1991,52.3
Bosnia and Herzegovina,Female 15+ yr,2006,51.6
Bosnia and Herzegovina,Female 15+ yr,2005,51.2
Bosnia and Herzegovina,Female 15+ yr,2004,50.7
Bosnia and Herzegovina,Female 15+ yr,2003,47.8
Bosnia and Herzegovina,Female 15+ yr,2002,48
Bosnia and Herzegovina,Female 15+ yr,2001,48.3
Bosnia and Herzegovina,Female 15+ yr,2000,48.5
Bosnia and Herzegovina,Female 15+ yr,1999,48.7
Bosnia and Herzegovina,Female 15+ yr,1998,48.8
Bosnia and Herzegovina,Female 15+ yr,1997,48.9
Bosnia and Herzegovina,Female 15+ yr,1996,48
Bosnia and Herzegovina,Female 15+ yr,1995,48.3
Bosnia and Herzegovina,Female 15+ yr,1994,47.8
Bosnia and Herzegovina,Female 15+ yr,1993,48.6
Bosnia and Herzegovina,Female 15+ yr,1992,48.8
Bosnia and Herzegovina,Female 15+ yr,1991,49.3
Bosnia and Herzegovina,Female 15-24 yr,2006,35.9
Bosnia and Herzegovina,Female 15-24 yr,2005,35.1
Bosnia and Herzegovina,Female 15-24 yr,2004,34.5
Bosnia and Herzegovina,Female 15-24 yr,2003,32
Bosnia and Herzegovina,Female 15-24 yr,2002,32.3
Bosnia and Herzegovina,Female 15-24 yr,2001,32.6
Bosnia and Herzegovina,Female 15-24 yr,2000,32.8
Bosnia and Herzegovina,Female 15-24 yr,1999,32.9
Bosnia and Herzegovina,Female 15-24 yr,1998,33.1
Bosnia and Herzegovina,Female 15-24 yr,1997,32.7
Bosnia and Herzegovina,Female 15-24 yr,1996,32.4
Bosnia and Herzegovina,Female 15-24 yr,1995,31.5
Bosnia and Herzegovina,Female 15-24 yr,1994,30.5
Bosnia and Herzegovina,Female 15-24 yr,1993,31.5
Bosnia and Herzegovina,Female 15-24 yr,1992,31.8
Bosnia and Herzegovina,Female 15-24 yr,1991,32.5
Bosnia and Herzegovina,Male 15+ yr,2006,59.5
Bosnia and Herzegovina,Male 15+ yr,2005,59.8
Bosnia and Herzegovina,Male 15+ yr,2004,60.1
Bosnia and Herzegovina,Male 15+ yr,2003,61.4
Bosnia and Herzegovina,Male 15+ yr,2002,61.6
Bosnia and Herzegovina,Male 15+ yr,2001,62
Bosnia and Herzegovina,Male 15+ yr,2000,62.3
Bosnia and Herzegovina,Male 15+ yr,1999,62.6
Bosnia and Herzegovina,Male 15+ yr,1998,63
Bosnia and Herzegovina,Male 15+ yr,1997,62.9
Bosnia and Herzegovina,Male 15+ yr,1996,62.6
Bosnia and Herzegovina,Male 15+ yr,1995,64.6
Bosnia and Herzegovina,Male 15+ yr,1994,65
Bosnia and Herzegovina,Male 15+ yr,1993,66.3
Bosnia and Herzegovina,Male 15+ yr,1992,66.7
Bosnia and Herzegovina,Male 15+ yr,1991,67.1
Bosnia and Herzegovina,Male 15-24 yr,2006,38.1
Bosnia and Herzegovina,Male 15-24 yr,2005,38
Bosnia and Herzegovina,Male 15-24 yr,2004,38.1
Bosnia and Herzegovina,Male 15-24 yr,2003,38.1
Bosnia and Herzegovina,Male 15-24 yr,2002,38.5
Bosnia and Herzegovina,Male 15-24 yr,2001,38.9
Bosnia and Herzegovina,Male 15-24 yr,2000,39.2
Bosnia and Herzegovina,Male 15-24 yr,1999,39.3
Bosnia and Herzegovina,Male 15-24 yr,1998,39.5
Bosnia and Herzegovina,Male 15-24 yr,1997,39
Bosnia and Herzegovina,Male 15-24 yr,1996,38.9
